year,month,day,hour,pm25,DEWP,TEMP,PRES,cbwd,Iws
2010,5,24,11,31,7,26,1005,NW,30.85
2010,5,24,12,24,7,26,1005,NW,38.9
2010,5,24,13,42,7,29,1005,NW,46.05
2010,5,24,14,28,7,29,1004,NW,51.86
2010,5,24,15,23,6,29,1004,NW,56.78
2010,5,24,16,28,7,30,1003,NW,60.8
2010,5,24,17,26,7,29,1003,NW,64.82
2010,5,24,18,23,6,29,1004,NW,69.74
2010,5,24,19,30,7,26,1004,NW,72.87
2010,5,24,20,44,6,24,1005,NE,1.79
2010,5,24,21,45,3,23,1006,NW,4.02
2010,5,24,22,28,3,20,1007,NW,7.15
2010,5,24,23,18,1,20,1007,NW,10.28
2010,5,25,0,20,0,20,1008,cv,0.89
2010,5,25,1,24,-2,22,1009,NW,4.92
2010,5,25,2,18,0,17,1009,NW,8.05
2010,5,25,3,28,1,17,1010,NW,9.84
2010,5,25,4,16,1,17,1010,NW,13.86
2010,5,25,5,14,2,18,1011,NW,15.65
2010,5,25,6,14,2,19,1012,NW,19.67
2010,5,25,7,24,4,21,1013,NE,3.13
2010,5,25,8,29,4,23,1013,NW,4.02
2010,5,25,9,45,4,24,1013,NW,8.94
2010,5,25,10,33,6,26,1013,NW,12.07
2010,5,25,11,46,5,27,1012,NW,16.99
2010,5,25,12,39,6,29,1012,cv,3.13
2010,5,25,13,28,6,30,1011,NW,3.13
2010,5,25,14,55,5,30,1010,NW,7.15
2010,5,25,15,45,4,31,1009,cv,1.79
2010,5,25,16,27,4,31,1009,SE,1.79
2010,5,25,17,48,5,31,1008,SE,3.58
2010,5,25,18,57,5,30,1008,SE,5.37
2010,5,25,19,33,5,27,1009,SE,7.16
2010,5,25,20,43,7,28,1009,SE,11.18
2010,5,25,21,35,7,27,1010,SE,15.2
2010,5,25,22,37,7,26,1010,SE,18.33
2010,5,25,23,39,7,26,1011,NW,1.79
